reference_number,driving_dircetion_to_well,date_completed,well_use,drilling_method,pump_type,depth,pump_setting_depth,water_quality,casing_length,casing_mateiral,casing_diameter,screen_length,screen_material,screen_diameter,slot_size,type_of_test,test_rate,bail_test_rate,drawdown,static_water_level,bailer_drawdown,material,depth_2,installation_method,number_of_bags_used,sealing_material,well_abandonment_depth,installation_method_2,number_of_bags_used_2,county,township,range,section,topo_map,grant,field_located_by,field_located_on,courthouse_location_by,courthouse_location_on,location_accepted_verification_by,location_accepted_verification_on,subdivision_name,lot_number,ft_w_of_el,ft_n_of_sl,ft_e_of_wl,ft_s_of_nl,ground_elevation,depth_of_bedrock,bedrock_elevation,aquifer_elevation,utm_easting,utm_northing
65890,ON 300S BETWEEN 000 AND 100E,2/26/1994,Home,Rotary,Submersible,124.0,68.0,CLEAR,77.0,PVC,5.0,Not available,Not available,Not available,Not available,Air,30.0 gpm,Not available,Not available,38.0 ft.,Not available,BNSL,From (not available)  To (not available),Not available,6.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the NE of the NE of Section 22,BERNE,Not available,INGMIRE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,300.0",Not available,Not available,200.0,824.0,70.0,754.0,Not available,675559,4507480
65891,ON N SIDE OF 950S APPROX .2 MI W OF SR 27 BACK LONG LANE,3/17/1994,Home,Rotary,Not available,113.0,Not available,CLEAR,108.0,PVC,5.5,5.0,PVC,Not available,051,Air,45.0 gpm for 1.0 hrs.,Not available,25.0 ft.,29.0 ft.,Not available,BNSL EZ MUD,From (not available)  To (not available),Not available,2.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,14E,SW of the SE of the NE of Section 20,GENEVA,Not available,INGMIRE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,300.0",Not available,Not available,"2,100.0",830.0,113.0,717.0,Not available,672645,4497089
65892,ON 350E BETWEEN 900S AND 1000S,3/9/1994,Home,Rotary,HAND PUMP,93.0,73.0,CLEAR,86.0,PVC,5.0,Not available,Not available,Not available,Not available,Air,50.0 gpm,Not available,0.0 ft.,60.0 ft.,Not available,BNSL,From (not available)  To (not available),Not available,7.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,15E,SE of the NE of the SW of Section 19,"NEW CORYDON, IN-OH",Not available,INGMIRE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,750.0","1,700.0",Not available,Not available,884.0,80.0,804.0,Not available,680304,4496897
65893,"SR 124 W PF SR 27 TO CR 600W, N ON 600 TO 100N, CORNER OF 600W & 100N(SW) OLD GREEN SCHOOL HOUSE",2/19/1994,Home,Rotary,Not available,101.0,Not available,CLEAR,71.0,PVC,5.5,Not available,Not available,Not available,Not available,Air,30.0 gpm for 1.0 hrs.,Not available,20.0 ft.,46.0 ft.,Not available,BNSL EZ MUD,From (not available)  To (not available),Not available,3.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,13E,NE of the NE of the NE of Section 33,PREBLE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
65894,ON 750N BETWEEN 400W AND 450W,3/3/1994,Industry,Rotary,Submersible,66.0,47.0,CLEAR,61.0,PVC,5.0,5.0,PVC,5.0,30,Air,60.0 gpm,Not available,Not available,20.0 ft.,Not available,BNSL,From (not available)  To (not available),Not available,6.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,13E,SE of the NE of Section 26,PREBLE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
65895,CORNER SR 218 AND 350E,3/4/1994,Home,Rotary,Submersible,164.0,60.0,CLEAR,175.0,PVC,5.0,Not available,Not available,Not available,Not available,Air,20.0 gpm,Not available,Not available,34.0 ft.,Not available,BNSL,From (not available)  To (not available),Not available,10.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,SW of the SW of the SE of Section 31,WILLSHIRE,Not available,INGMIRE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,400.0",150.0,Not available,Not available,839.0,105.0,734.0,Not available,680221,4502915
75204,NE CORNER OF 700W AND 300S,6/15/1994,Home,Rotary,Not available,141.0,Not available,CLEAR,64.0,PVC,5.5,Not available,Not available,Not available,Not available,Air,30.0 gpm for 1.0 hrs.,Not available,20.0 ft.,42.0 ft.,Not available,BNSL / EZ MUD,From (not available)  To (not available),Not available,2.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,SW of the SW of the SW of Section 16,LINN GROVE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
75205,CORNER 300S AND 500W,6/13/1994,Home,Rotary,Submersible,144.0,97.0,CLEAR,85.0,PVC,5.0,Not available,Not available,Not available,Not available,Air,30.0 gpm,Not available,Not available,64.0 ft.,Not available,BNSL,From 85 To 0,HARD,6.0,HOLE PLUG,From 85 To 0,HARD,6.0,ADAMS,26N,13E,SE of the SE of the SE of Section 15,LINN GROVE,Not available,IGS,6/13/1994,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,870.0,80.0,790.0,Not available,665913,4507058
75206,CORNER SR 218 AND 525E,5/14/1994,Home,Rotary,Submersible,164.0,57.0,CLEAR,74.0,PVC,5.0,Not available,Not available,Not available,Not available,Air,28.0 gpm,Not available,Not available,23.0 ft.,Not available,BNSL,From 0 To 74,HARD,6.0,HOLE PLUG,From 0 To 74,HARD,4.0,ADAMS,25N,15E,NE of the NW of the NW of Section 4,WILLSHIRE,Not available,INGMIRE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,950.0,100.0,832.0,70.0,762.0,Not available,682891,4502959
75207,CORNER 000 AND 350 S,6/14/1994,Home,Rotary,Deep-Well Jet,147.0,65.0,CLEAR,142.0,PVC,5.0,5.0,PVC,5.0,.030,Air,75.0 gpm,Not available,Not available,38.0 ft.,Not available,BENSEAL,From (not available)  To (not available),Not available,10.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SW of the SW of the NW of Section 22,BERNE,Not available,INGMIRE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,150.0,"2,525.0",843.0,Not available,Not available,696.0,674380,4506740
75208,ON 100E BETWEEN 900N AND 1000N,5/22/1994,Home,Rotary,Submersible,124.0,77.0,CLEAR,85.0,PVC,5.0,Not available,Not available,Not available,Not available,Air,28.0 gpm,Not available,Not available,50.0 ft.,Not available,BNSL,From (not available)  To (not available),Not available,6.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SW of Section 14,HOAGLAND,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
75209,ON 100E BETWEEN 900N AND 1000N,5/19/1994,Home,Rotary,Submersible,124.0,57.0,CLEAR,72.0,PVC,5.0,Not available,Not available,Not available,Not available,Air,30.0 gpm,Not available,Not available,28.0 ft.,Not available,BNSL,From 0 To 72,HARD,5.0,HOLE PLUG,From 0 To 72,HARD,4.0,ADAMS,28N,14E,SW of Section 14,HOAGLAND,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
75210,N SIDE OF 200W 1.75 MI S OF S R 116 W,4/25/1994,Home,Rotary,Not available,141.0,Not available,CLEAR,78.0,PVC,5.5,Not available,Not available,Not available,Not available,Air,20.0 gpm for 1.0 hrs.,Not available,100.0 ft.,31.0 ft.,Not available,BNSL,From (not available)  To (not available),Not available,2.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,14E,SW of the SE of the SW of Section 30,GENEVA,Not available,INGMIRE,5/28/1998,Not available,Not available,Not available,Not available,Not available,Not available,Not available,275.0,"1,850.0",Not available,856.0,78.0,778.0,Not available,670470,4494453
75211,NORTHEAST CORNER OF 950S AND S R 27 N OF GENEVA,5/6/1994,Home,Rotary,Not available,76.0,Not available,"CLOUDY, SAND",71.0,PVC,5.5,5.0,PVC,5.5,.051,Air,3.0 gpm for 0.3 hrs.,Not available,25.0 ft.,44.0 ft.,Not available,ENVIRO GROUT,From (not available)  To (not available),Not available,2.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,14E,NE of the SW of the NW of Section 21,GENEVA,Not available,INGMIRE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.0,Not available,Not available,"2,500.0",850.0,Not available,Not available,775.0,673058,4496942
75212,"ST RD 218 E OF BERNES TO CO RD 000, S W CORNER",1/5/1994,Public Supply,Rotary,Submersible,100.0,70.0,CLEAR,91.0,PVC,5.0,9.0,PVC,5.0,20,Pumping,25.0 gpm,Not available,Not available,40.0 ft.,Not available,VOL CLAY,From (not available)  To (not available),Not available,1.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,14E,NE of the NE of the NE of Section 4,BERNE,Not available,INGMIRE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,200.0,Not available,Not available,300.0,836.0,Not available,Not available,736.0,674441,4502552
86580,"E OF DECATUR ON ROUTE 224 TO THE STATE LINE, 3 MI N, W ON N SIDE OF RD",5/4/1960,Home,Cable Tool,Not available,107.0,Not available,Not available,58.5,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.0 ft.,60.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,15E,SE of the SE of the SW of Section 9,"DIXON, IN-OH",Not available,MT,6/1/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,250.0,"2,050.0",Not available,815.0,58.0,757.0,Not available,682368,4528846
86585,.125 MI S CORNER 000 & 900N WESTSIDE OF 900N,7/12/1974,Home,Cable Tool,Not available,110.0,Not available,Not available,110.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,11.0 gpm for 3.0 hrs.,12.0 gpm for 1.0 hrs.,Not available,39.0 ft.,2.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NE of the NE of the NE of Section 21,DECATUR,Not available,SGM,10/13/1987,Not available,Not available,Not available,Not available,Not available,Not available,350.0,"4,800.0",Not available,Not available,812.0,Not available,Not available,702.0,673625,4526671
86590,"N OF PLESANT MILLS ON 101, ON W SIDE OF RD 1.5 MI",8/11/1971,Home,Cable Tool,Not available,88.0,Not available,Not available,58.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 1.0 hrs.,Not available,33.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NE of the SE of the NE of Section 17,"WREN, IN-OH",Not available,KP,7/21/1976,Not available,Not available,Not available,Not available,Not available,Not available,350.0,Not available,Not available,"1,800.0",812.0,52.0,760.0,Not available,682000,4518585
86595,N E CORNER OF 100E AND 200N,7/15/1980,Home,Rotary,Not available,117.0,Not available,Not available,46.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,17.0 gpm,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,14E,SW of the SW of the SW of Section 23,DECATUR,Not available,DPM,7/29/1981,Not available,Not available,Not available,Not available,Not available,Not available,Not available,50.0,100.0,Not available,815.0,43.0,772.0,Not available,675765,4515653
86600,"US 27 S OF DECATUR 2.5 MI, HOUSE ON E SIDE OF RD",7/11/1973,Home,Cable Tool,Not available,97.0,Not available,Not available,97.0,Not available,4.0,4.0,Not available,3.5,25,Not available,Not available,15.0 gpm,Not available,30.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,14E,NW of the SW of the SW of Section 22,DECATUR,Not available,KLP,7/27/1976,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,100.0",50.0,Not available,813.0,Not available,Not available,716.0,674122,4515873
87681,ON CR 500W N OF CR 100N APPROX .33 MI ON E SIDE OF RD,4/8/1986,Home,Rotary,Not available,120.0,Not available,CLEAR,79.0,Not available,5.5,Not available,Not available,Not available,Not available,Air,25.0 gpm,Not available,Not available,33.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,13E,SW of the NW of the SW of Section 26,PREBLE,Not available,SGM,10/1/1987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,900.0",150.0,Not available,838.0,73.0,765.0,Not available,666070,4514130
